Region,State,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
,Missouri,Carter,1.103,0.523,0.379,0.329,0.367,0.489
,Missouri,Cass,3.888,0.71,0.297,0.6,0.598,0.348
,Missouri,Cedar,2.637,0.648,0.296,0.306,0.629,0.469
,Missouri,Chariton,6.389,0.692,0.105,0.329,0.571,0.395
,Missouri,Christian,2.468,0.59,0.339,0.483,0.609,0.381
,Missouri,Clark,2.241,0.802,0.178,0.287,0.341,0.432
,Missouri,Clay,1.049,0.634,0.752,0.49,0.543,0.355
,Missouri,Clinton,9.805,0.773,0.104,0.387,0.649,0.412
,Missouri,Cole,3.431,0.545,0.249,0.483,0.694,0.373
,Missouri,Cooper,6.827,0.615,0.107,0.395,0.583,0.403
,Missouri,Crawford,5.373,0.599,0.136,0.395,0.589,0.409
,Missouri,Dade,2.087,0.605,0.151,0.24,0.427,0.424
,Missouri,Dallas,2.552,0.553,0.159,0.357,0.447,0.368
,Missouri,Daviess,6.875,0.799,0.119,0.343,0.54,0.425
,Missouri,DeKalb,7.42,0.719,0.108,0.381,0.496,0.458
,Missouri,Dent,6.137,0.666,0.103,0.293,0.575,0.422
,Missouri,Douglas,2.476,0.583,0.154,0.323,0.377,0.427
,Missouri,Dunklin,2.678,0.533,0.177,0.382,0.423,0.423
,Missouri,Franklin,2.56,0.61,0.388,0.601,0.59,0.354
,Missouri,Gasconade,4.424,0.541,0.109,0.31,0.621,0.345
,Missouri,Gentry,3.086,0.771,0.215,0.229,0.651,0.396
,Missouri,Greene,1.034,0.6,0.674,0.541,0.518,0.285
,Missouri,Grundy,6.222,0.669,0.111,0.297,0.663,0.382
,Missouri,Harrison,6.562,0.769,0.102,0.305,0.574,0.377
,Missouri,Henry,7.539,0.621,0.128,0.419,0.586,0.524
,Missouri,Hickory,3.216,0.529,0.113,0.335,0.367,0.437
,Missouri,Holt,8.481,0.737,0.1,0.292,0.688,0.416
,Missouri,Howard,5.567,0.712,0.105,0.282,0.58,0.379
,Missouri,Howell,4.298,0.516,0.161,0.432,0.611,0.403
,Missouri,Iron,1.639,0.555,0.287,0.314,0.448,0.461
,Missouri,Jackson,1.604,0.689,0.709,0.723,0.491,0.309
,Missouri,Jasper,1.313,0.605,0.658,0.614,0.46,0.362
,Missouri,Jefferson,1.578,0.6,0.59,0.609,0.564,0.333
,Missouri,Johnson,6.269,0.619,0.148,0.572,0.524,0.385
,Missouri,Knox,1.448,0.747,0.148,0.24,0.378,0.368
,Missouri,Laclede,3.111,0.626,0.17,0.41,0.474,0.333
,Missouri,Lafayette,9.829,0.724,0.112,0.466,0.711,0.36
,Missouri,Lawrence,2.496,0.549,0.259,0.406,0.591,0.38
,Missouri,Lewis,3.442,0.702,0.187,0.323,0.548,0.398
,Missouri,Lincoln,3.926,0.654,0.24,0.535,0.539,0.388
,Missouri,Linn,6.916,0.705,0.106,0.37,0.534,0.408
,Missouri,Livingston,5.838,0.624,0.104,0.319,0.636,0.357
,Missouri,Macon,10.47,0.707,0.112,0.466,0.666,0.45
,Missouri,Madison,2.432,0.581,0.198,0.33,0.492,0.399
,Missouri,Maries,2.43,0.503,0.134,0.357,0.467,0.317
,Missouri,Marion,4.559,0.597,0.152,0.395,0.578,0.396
,Missouri,McDonald,1.812,0.528,0.163,0.387,0.447,0.264
,Missouri,Mercer,2.984,0.736,0.087,0.177,0.498,0.367
,Missouri,Miller,5.434,0.608,0.121,0.48,0.545,0.297
,Missouri,Mississippi,0.858,0.624,0.329,0.31,0.347,0.384
,Missouri,Moniteau,7.139,0.657,0.109,0.366,0.658,0.372
,Missouri,Monroe,6.691,0.692,0.123,0.325,0.622,0.448
,Missouri,Montgomery,7.41,0.702,0.105,0.38,0.573,0.396
,Missouri,Morgan,5.19,0.628,0.125,0.455,0.485,0.354
,Missouri,New Madrid,1.324,0.553,0.325,0.418,0.393,0.362
,Missouri,Newton,2.345,0.589,0.318,0.526,0.542,0.326
,Missouri,Nodaway,10.017,0.623,0.099,0.509,0.601,0.429
,Missouri,Oregon,2.033,0.48,0.178,0.271,0.451,0.465
,Missouri,Osage,9.39,0.615,0.094,0.407,0.79,0.322
,Missouri,Ozark,2.437,0.462,0.187,0.332,0.57,0.399
,Missouri,Pemiscot,1.461,0.595,0.235,0.31,0.396,0.397
,Missouri,Perry,4.027,0.644,0.191,0.333,0.752,0.338
,Missouri,Pettis,5.253,0.672,0.16,0.444,0.53,0.418
,Missouri,Phelps,5.511,0.606,0.136,0.502,0.51,0.364
,Missouri,Pike,5.451,0.628,0.138,0.402,0.538,0.433
,Missouri,Platte,2.349,0.737,0.384,0.495,0.523,0.357
,Missouri,Polk,4.151,0.563,0.16,0.404,0.548,0.417
,Missouri,Pulaski,1.882,0.567,0.293,0.481,0.388,0.378
,Missouri,Putnam,2.93,0.607,0.079,0.275,0.399,0.351
,Missouri,Ralls,6.976,0.705,0.127,0.388,0.608,0.418
,Missouri,Randolph,7.289,0.636,0.112,0.414,0.64,0.375
,Missouri,Ray,7.713,0.668,0.1,0.38,0.563,0.421
,Missouri,Reynolds,3.532,0.48,0.15,0.323,0.574,0.453
,Missouri,Ripley,2.095,0.487,0.141,0.263,0.385,0.467
,Missouri,Saline,5.479,0.632,0.108,0.364,0.536,0.37
,Missouri,Schuyler,4.128,0.751,0.071,0.282,0.391,0.353
,Missouri,Scotland,1.08,0.715,0.164,0.211,0.357,0.4
,Missouri,Scott,2.253,0.563,0.274,0.431,0.557,0.347
,Missouri,Shannon,3.294,0.694,0.152,0.339,0.317,0.486
,Missouri,Shelby,10.041,0.741,0.08,0.348,0.581,0.412
,Missouri,St. Charles,1.249,0.668,0.796,0.558,0.602,0.333
,Missouri,St. Clair,5.508,0.681,0.126,0.296,0.471,0.533
,Missouri,St. Francois,2.232,0.545,0.271,0.446,0.493,0.388
,Missouri,St. Louis,0.737,0.59,0.853,0.62,0.53,0.152
,Missouri,St. Louis city,-0.589,0.625,0.597,0.254,0.374,0.01
,Missouri,Ste. Genevieve,4.631,0.478,0.12,0.397,0.632,0.35
,Missouri,Stoddard,3.068,0.523,0.169,0.452,0.446,0.37
,Missouri,Stone,4.621,0.556,0.179,0.477,0.587,0.431
,Missouri,Sullivan,6.698,0.705,0.082,0.331,0.463,0.4
,Missouri,Taney,2.378,0.48,0.298,0.569,0.413,0.468
,Missouri,Texas,8.409,0.685,0.099,0.441,0.536,0.402
,Missouri,Vernon,9.54,0.675,0.103,0.424,0.587,0.477
,Missouri,Warren,3.698,0.623,0.179,0.46,0.491,0.355
,Missouri,Washington,4.494,0.579,0.151,0.369,0.514,0.479
,Missouri,Wayne,1.899,0.479,0.237,0.344,0.45,0.463
,Missouri,Webster,4.367,0.572,0.151,0.498,0.574,0.283
,Missouri,Worth,2.938,0.688,0.107,0.248,0.417,0.398
,Missouri,Wright,4.457,0.535,0.117,0.367,0.5,0.413
,Nebraska,Nebraska,3.572,0.714,0.226,0.311,0.613,0.34
,Nebraska,Adams,2.943,0.678,0.289,0.361,0.62,0.436
,Nebraska,Antelope,8.791,0.702,0.079,0.283,0.753,0.308
,Nebraska,Arthur,-0.202,0.666,0.186,0.119,0.535,0.234
,Nebraska,Banner,-3.158,0.914,0.153,0.171,0.236,0.224
,Nebraska,Blaine,0.24,0.749,0.353,0.153,0.477,0.312
,Nebraska,Boone,8.097,0.701,0.077,0.306,0.681,0.299
,Nebraska,Box Butte,3.848,0.522,0.118,0.318,0.636,0.314
,Nebraska,Boyd,0.631,0.797,0.407,0.191,0.586,0.27
,Nebraska,Brown,2.198,0.646,0.272,0.196,0.818,0.323
,Nebraska,Buffalo,3.869,0.662,0.282,0.51,0.736,0.344
,Nebraska,Burt,7.826,0.725,0.082,0.252,0.659,0.376
,Nebraska,Butler,8.718,0.752,0.124,0.355,0.723,0.435
,Nebraska,Cass,6.888,0.674,0.13,0.498,0.588,0.342
,Nebraska,Cedar,3.89,0.704,0.257,0.395,0.737,0.374
,Nebraska,Chase,2.106,0.754,0.232,0.326,0.473,0.345
,Nebraska,Cherry,2.919,0.737,0.264,0.367,0.627,0.339
,Nebraska,Cheyenne,6.465,0.702,0.116,0.367,0.678,0.311
,Nebraska,Clay,2.581,0.81,0.416,0.313,0.614,0.523
,Nebraska,Colfax,6.004,0.76,0.087,0.313,0.467,0.38
,Nebraska,Cuming,8.769,0.676,0.096,0.332,0.719,0.387
,Nebraska,Custer,4.087,0.763,0.234,0.471,0.724,0.234
,Nebraska,Dakota,4.885,0.796,0.137,0.352,0.446,0.416
,Nebraska,Dawes,3.361,0.664,0.15,0.251,0.681,0.306
,Nebraska,Dawson,3.121,0.723,0.218,0.395,0.641,0.255
,Nebraska,Deuel,2.484,0.681,0.13,0.278,0.449,0.347
,Nebraska,Dixon,5.098,0.771,0.124,0.336,0.531,0.359
,Nebraska,Dodge,7.063,0.726,0.143,0.431,0.623,0.416
,Nebraska,Douglas,0.929,0.723,0.81,0.589,0.555,0.155
,Nebraska,Dundy,2.753,0.699,0.121,0.275,0.502,0.307
,Nebraska,Fillmore,2.693,0.699,0.388,0.322,0.8,0.433
,Nebraska,Franklin,0.73,0.78,0.268,0.191,0.538,0.279
,Nebraska,Frontier,1.814,0.809,0.254,0.233,0.558,0.347
,Nebraska,Furnas,2.925,0.794,0.319,0.394,0.64,0.353
,Nebraska,Gage,3.087,0.711,0.264,0.392,0.689,0.303
,Nebraska,Garden,0.845,0.718,0.294,0.234,0.521,0.285
,Nebraska,Garfield,0.877,0.536,0.196,0.234,0.531,0.266
,Nebraska,Gosper,1.825,0.687,0.311,0.28,0.642,0.333
,Nebraska,Grant,0.543,0.829,0.235,0.154,0.533,0.283
,Nebraska,Greeley,1.044,0.618,0.329,0.257,0.601,0.281
,Nebraska,Hall,3.229,0.719,0.295,0.439,0.691,0.325
,Nebraska,Hamilton,4.716,0.675,0.246,0.379,0.747,0.503
,Nebraska,Harlan,1.736,0.744,0.279,0.239,0.532,0.395
,Nebraska,Hayes,-1.461,0.661,0.196,0.121,0.284,0.279
,Nebraska,Hitchcock,0.529,0.805,0.185,0.241,0.4,0.282
,Nebraska,Holt,3.921,0.732,0.274,0.388,0.889,0.278
,Nebraska,Hooker,0.468,0.662,0.242,0.214,0.415,0.319
,Nebraska,Howard,2.695,0.781,0.181,0.256,0.571,0.334
,Nebraska,Jefferson,2.609,0.743,0.289,0.293,0.681,0.365
,Nebraska,Johnson,5.632,0.735,0.116,0.298,0.673,0.312
,Nebraska,Kearney,3.51,0.785,0.3,0.323,0.708,0.443
,Nebraska,Keith,4.476,0.727,0.164,0.375,0.686,0.269
,Nebraska,Keya Paha,-0.18,0.761,0.288,0.179,0.372,0.294
,Nebraska,Kimball,0.305,0.617,0.219,0.136,0.509,0.304
,Nebraska,Knox,4.803,0.754,0.23,0.418,0.673,0.419
,Nebraska,Lancaster,2.165,0.654,0.594,0.636,0.631,0.419
,Nebraska,Lincoln,4.963,0.663,0.198,0.551,0.663,0.289
,Nebraska,Logan,0.16,0.769,0.318,0.194,0.551,0.19
,Nebraska,Loup,-0.262,0.65,0.258,0.177,0.433,0.233
,Nebraska,Madison,7.83,0.635,0.114,0.382,0.763,0.361
,Nebraska,McPherson,-0.238,0.796,0.279,0.149,0.483,0.233
,Nebraska,Merrick,4.054,0.7,0.172,0.285,0.679,0.367
,Nebraska,Morrill,3.522,0.709,0.115,0.37,0.502,0.243
,Nebraska,Nance,3.205,0.646,0.152,0.293,0.595,0.328
,Nebraska,Nemaha,5.621,0.766,0.081,0.226,0.569,0.357
,Nebraska,Nuckolls,2.071,0.651,0.213,0.199,0.63,0.37
,Nebraska,Otoe,4.18,0.689,0.255,0.391,0.795,0.384
,Nebraska,Pawnee,8.506,0.777,0.058,0.266,0.567,0.331
,Nebraska,Perkins,7.398,0.778,0.128,0.33,0.763,0.34
,Nebraska,Phelps,4.864,0.635,0.155,0.262,0.725,0.432
,Nebraska,Pierce,18.224,0.697,0.053,0.299,0.826,0.388
,Nebraska,Platte,6.302,0.62,0.145,0.431,0.736,0.359
,Nebraska,Polk,3.854,0.763,0.238,0.317,0.69,0.407
,Nebraska,Red Willow,6.064,0.691,0.104,0.313,0.677,0.305
,Nebraska,Richardson,11.722,0.703,0.074,0.31,0.719,0.408
,Nebraska,Rock,1.764,0.763,0.183,0.242,0.52,0.308
,Nebraska,Saline,2.502,0.64,0.272,0.346,0.598,0.392
,Nebraska,Sarpy,1.376,0.699,0.509,0.353,0.595,0.363
,Nebraska,Saunders,8.828,0.753,0.14,0.453,0.708,0.423
,Nebraska,Scotts Bluff,2.511,0.694,0.392,0.47,0.716,0.309
,Nebraska,Seward,7.622,0.748,0.16,0.417,0.772,0.408
,Nebraska,Sheridan,1.008,0.62,0.319,0.279,0.595,0.247
,Colorado,Elbert,7.716,0.682,0.132,0.579,0.657,0.269
,Colorado,Fremont,6.408,0.712,0.155,0.498,0.527,0.418
,Colorado,Garfield,13.115,0.73,0.131,0.707,0.688,0.454
,Colorado,Gilpin,2.399,0.642,0.274,0.387,0.528,0.388
,Colorado,Grand,10.719,0.678,0.139,0.612,0.779,0.419
,Colorado,Gunnison,14.46,0.698,0.102,0.515,0.786,0.484
,Colorado,Hinsdale,5.888,0.658,0.092,0.273,0.428,0.509
,Colorado,Huerfano,2.542,0.614,0.168,0.352,0.455,0.351
,Colorado,Jackson,1.676,0.747,0.148,0.257,0.369,0.375
,Colorado,Jefferson,2.42,0.71,0.553,0.647,0.625,0.379
,Colorado,Kiowa,1.755,0.764,0.168,0.276,0.449,0.312
,Colorado,Kit Carson,6.676,0.741,0.125,0.382,0.709,0.29
,Colorado,La Plata,10.01,0.632,0.151,0.642,0.705,0.526
,Colorado,Lake,5.463,0.585,0.101,0.179,0.585,0.535
,Colorado,Larimer,4.329,0.686,0.38,0.856,0.591,0.388
,Colorado,Las Animas,4.434,0.667,0.154,0.402,0.588,0.324
,Colorado,Lincoln,4.704,0.61,0.133,0.416,0.485,0.391
,Colorado,Logan,5.218,0.652,0.154,0.541,0.569,0.275
,Colorado,Mesa,10.071,0.659,0.169,0.729,0.615,0.582
,Colorado,Mineral,5.089,0.772,0.119,0.294,0.335,0.546
,Colorado,Moffat,7.379,0.65,0.125,0.406,0.612,0.46
,Colorado,Montezuma,8.637,0.713,0.134,0.488,0.55,0.506
,Colorado,Montrose,8.539,0.645,0.163,0.605,0.636,0.524
,Colorado,Morgan,2.492,0.655,0.234,0.474,0.541,0.23
,Colorado,Otero,5.376,0.627,0.133,0.373,0.506,0.468
,Colorado,Ouray,15.737,0.755,0.073,0.411,0.681,0.442
,Colorado,Park,8.188,0.767,0.171,0.511,0.708,0.436
,Colorado,Phillips,3.286,0.743,0.13,0.293,0.528,0.307
,Colorado,Pitkin,14.512,0.643,0.076,0.498,0.604,0.485
,Colorado,Prowers,2.25,0.718,0.229,0.308,0.582,0.306
,Colorado,Pueblo,4.69,0.612,0.199,0.631,0.516,0.337
,Colorado,Rio Blanco,4.625,0.526,0.127,0.323,0.53,0.495
,Colorado,Rio Grande,2.079,0.645,0.313,0.404,0.542,0.353
,Colorado,Routt,12.139,0.64,0.124,0.663,0.771,0.435
,Colorado,Saguache,6.258,0.655,0.109,0.415,0.461,0.419
,Colorado,San Juan,9.96,0.686,0.079,0.296,0.387,0.647
,Colorado,San Miguel,14.215,0.714,0.093,0.475,0.668,0.517
,Colorado,Sedgwick,2.38,0.794,0.126,0.249,0.478,0.316
,Colorado,Summit,11.825,0.705,0.126,0.561,0.764,0.453
,Colorado,Teller,6.861,0.663,0.168,0.505,0.65,0.452
,Colorado,Washington,1.819,0.657,0.264,0.334,0.545,0.313
,Colorado,Weld,5.504,0.703,0.302,0.971,0.523,0.305
,Colorado,Yuma,4.707,0.619,0.162,0.447,0.649,0.312
,Montana,Montana,7.261,0.676,0.135,0.381,0.638,0.402
,Montana,Beaverhead,13.121,0.613,0.083,0.412,0.798,0.45
,Montana,Big Horn,3.627,0.628,0.213,0.351,0.439,0.583
,Montana,Blaine,5.237,0.585,0.132,0.38,0.539,0.45
,Montana,Broadwater,9.538,0.722,0.091,0.323,0.626,0.451
,Montana,Carbon,10.193,0.682,0.135,0.482,0.831,0.448
,Montana,Carter,2.584,0.745,0.128,0.247,0.488,0.337
,Montana,Cascade,10.85,0.695,0.12,0.648,0.602,0.391
,Montana,Chouteau,8.263,0.773,0.14,0.399,0.809,0.343
,Montana,Custer,7.608,0.719,0.132,0.383,0.82,0.311
,Montana,Daniels,17.054,0.668,0.056,0.292,0.79,0.443
,Montana,Dawson,6.029,0.697,0.13,0.352,0.741,0.296
,Montana,Deer Lodge,7.24,0.604,0.08,0.233,0.516,0.541
,Montana,Fallon,6.854,0.61,0.083,0.311,0.729,0.274
,Montana,Fergus,6.782,0.653,0.129,0.407,0.767,0.307
,Montana,Flathead,17.476,0.681,0.114,0.827,0.697,0.545
,Montana,Gallatin,4.544,0.661,0.354,0.657,0.776,0.469
,Montana,Garfield,1.114,0.711,0.375,0.271,0.54,0.327
,Montana,Glacier,5.527,0.671,0.113,0.335,0.42,0.494
,Montana,Golden Valley,-2.188,0.755,0.084,0.216,0.249,0.281
,Montana,Granite,12.836,0.684,0.06,0.321,0.56,0.476
,Montana,Hill,5.675,0.696,0.114,0.33,0.683,0.288
,Montana,Jefferson,12.768,0.647,0.093,0.523,0.756,0.387
,Montana,Judith Basin,3.355,0.614,0.129,0.24,0.565,0.388
,Montana,Lake,10.369,0.704,0.116,0.481,0.59,0.515
,Montana,Lewis and Clark,8.309,0.519,0.133,0.591,0.725,0.458
,Montana,Liberty,3.548,0.576,0.073,0.271,0.503,0.299
,Montana,Lincoln,15.805,0.686,0.078,0.507,0.645,0.478
,Montana,Madison,9.159,0.593,0.126,0.485,0.69,0.525
,Montana,McCone,2.899,0.47,0.215,0.31,0.833,0.351
,Montana,Meagher,3.488,0.59,0.101,0.289,0.39,0.432
,Montana,Mineral,11.915,0.828,0.108,0.297,0.589,0.654
,Montana,Missoula,11.079,0.632,0.114,0.616,0.642,0.442
,Montana,Musselshell,2.098,0.589,0.136,0.224,0.586,0.299
,Montana,Park,7.051,0.696,0.151,0.42,0.756,0.375
,Montana,Petroleum,0.73,0.937,0.311,0.177,0.354,0.437
,Montana,Phillips,5.272,0.589,0.19,0.369,0.735,0.516
,Montana,Pondera,7.994,0.797,0.098,0.319,0.576,0.409
,Montana,Powder River,4.39,0.709,0.123,0.27,0.622,0.332
,Montana,Powell,8.571,0.665,0.086,0.276,0.622,0.468
,Montana,Prairie,1.788,0.829,0.206,0.206,0.51,0.363
,Montana,Ravalli,15.261,0.671,0.074,0.488,0.6,0.493
,Montana,Richland,6.808,0.713,0.106,0.383,0.6,0.331
,Montana,Roosevelt,7.104,0.643,0.153,0.455,0.514,0.595
,Montana,Rosebud,4.977,0.684,0.163,0.5,0.558,0.308
,Montana,Sanders,12.309,0.648,0.103,0.542,0.691,0.473
,Montana,Sheridan,8.163,0.776,0.121,0.29,0.867,0.323
,Montana,Silver Bow,9.403,0.593,0.079,0.348,0.682,0.401
,Montana,Stillwater,5.569,0.721,0.154,0.419,0.634,0.337
,Montana,Sweet Grass,6.61,0.774,0.125,0.315,0.723,0.33
,Montana,Teton,12.979,0.766,0.106,0.386,0.865,0.432
,Montana,Toole,11.51,0.575,0.048,0.299,0.773,0.263
,Montana,Treasure,0.578,0.752,0.093,0.232,0.405,0.267
,Montana,Valley,5.15,0.688,0.266,0.45,0.912,0.407
,Montana,Wheatland,3.603,0.657,0.109,0.268,0.574,0.308
,Montana,Wibaux,1.488,0.661,0.168,0.197,0.573,0.296
,Montana,Yellowstone,4.539,0.631,0.254,0.696,0.635,0.294
,North Dakota,North Dakota,6.297,0.704,0.15,0.374,0.662,0.354
,North Dakota,Adams,3.39,0.692,0.183,0.311,0.743,0.248
,North Dakota,Barnes,8.808,0.744,0.121,0.445,0.711,0.345
,North Dakota,Benson,3.761,0.714,0.223,0.408,0.484,0.461
,North Dakota,Billings,3.551,0.704,0.171,0.256,0.47,0.511
,North Dakota,Bottineau,8.025,0.636,0.121,0.391,0.743,0.417
,North Dakota,Bowman,11.045,0.773,0.107,0.327,0.99,0.291
,North Dakota,Burke,4.497,0.679,0.108,0.307,0.637,0.262
,North Dakota,Burleigh,2.759,0.632,0.361,0.53,0.727,0.3
,North Dakota,Cass,5.27,0.676,0.268,0.707,0.623,0.4
,North Dakota,Cavalier,10.329,0.718,0.122,0.363,0.867,0.442
,North Dakota,Dickey,6.871,0.665,0.123,0.363,0.716,0.367
,North Dakota,Divide,6.62,0.509,0.082,0.33,0.814,0.238
,North Dakota,Dunn,7.432,0.854,0.139,0.304,0.771,0.358
,North Dakota,Eddy,3.112,0.655,0.103,0.216,0.496,0.382
,North Dakota,Emmons,7.81,0.715,0.117,0.348,0.843,0.282
,North Dakota,Foster,4.951,0.665,0.154,0.303,0.674,0.413
,North Dakota,Golden Valley,5.864,0.726,0.095,0.251,0.568,0.4
,North Dakota,Grand Forks,4.824,0.687,0.21,0.525,0.581,0.379
,North Dakota,Grant,1.695,0.792,0.184,0.276,0.496,0.277
,North Dakota,Griggs,3.42,0.773,0.157,0.304,0.62,0.271
,North Dakota,Hettinger,5.211,0.799,0.122,0.279,0.719,0.261
,North Dakota,Kidder,2.434,0.674,0.197,0.301,0.641,0.265
,North Dakota,LaMoure,7.631,0.75,0.116,0.405,0.655,0.333
,North Dakota,Logan,4.278,0.869,0.163,0.308,0.695,0.25
,North Dakota,McHenry,10.658,0.777,0.092,0.405,0.681,0.343
,North Dakota,McIntosh,7.004,0.768,0.113,0.318,0.736,0.3
,North Dakota,McKenzie,8.078,0.74,0.139,0.418,0.671,0.443
,North Dakota,McLean,12.784,0.736,0.115,0.51,0.843,0.399
,North Dakota,Mercer,7.241,0.645,0.125,0.487,0.676,0.314
,North Dakota,Morton,4.452,0.723,0.27,0.585,0.757,0.252
,North Dakota,Mountrail,5.548,0.666,0.138,0.412,0.575,0.376
,North Dakota,Nelson,5.221,0.769,0.209,0.384,0.735,0.386
,North Dakota,Oliver,2.851,0.777,0.107,0.279,0.49,0.279
,North Dakota,Pembina,14.56,0.741,0.11,0.483,0.9,0.445
,North Dakota,Pierce,6.007,0.676,0.087,0.257,0.657,0.323
,North Dakota,Ramsey,6.282,0.669,0.174,0.344,0.873,0.408
,North Dakota,Ransom,5.189,0.729,0.168,0.335,0.767,0.324
,North Dakota,Renville,2.631,0.645,0.17,0.266,0.609,0.321
,North Dakota,Richland,5.391,0.502,0.139,0.469,0.689,0.36
,North Dakota,Rolette,10.493,0.66,0.09,0.376,0.646,0.472
,North Dakota,Sargent,2.723,0.725,0.303,0.33,0.729,0.336
,North Dakota,Sheridan,1.439,0.717,0.105,0.225,0.371,0.359
,North Dakota,Sioux,0.75,0.757,0.261,0.276,0.065,0.567
,North Dakota,Slope,1.008,0.691,0.172,0.183,0.378,0.415
,North Dakota,Stark,9.522,0.626,0.1,0.51,0.742,0.289
,North Dakota,Steele,0.736,0.582,0.305,0.296,0.381,0.345
,North Dakota,Stutsman,10.604,0.667,0.1,0.496,0.723,0.345
,North Dakota,Towner,7.883,0.701,0.093,0.339,0.618,0.377
,North Dakota,Traill,8.261,0.776,0.135,0.387,0.744,0.383
,North Dakota,Walsh,10.24,0.726,0.102,0.416,0.709,0.383
,North Dakota,Ward,13.23,0.652,0.093,0.631,0.656,0.373
,North Dakota,Wells,9.729,0.713,0.092,0.345,0.727,0.371
,North Dakota,Williams,9.614,0.645,0.098,0.52,0.665,0.313
,South Dakota,South Dakota,5.682,0.703,0.142,0.314,0.608,0.377
,South Dakota,Aurora,6.86,0.724,0.09,0.252,0.824,0.229
,South Dakota,Beadle,4.584,0.632,0.145,0.36,0.753,0.248
,South Dakota,Bennett,2.133,0.557,0.151,0.212,0.33,0.555
,South Dakota,Bon Homme,10.296,0.759,0.097,0.341,0.776,0.358
,South Dakota,Brookings,8.765,0.613,0.103,0.463,0.634,0.403
,South Dakota,Brown,7.951,0.746,0.143,0.462,0.819,0.278
,South Dakota,Brule,5.575,0.73,0.144,0.267,0.767,0.358
,South Dakota,Buffalo,-1.278,0.766,0.12,0.248,0.011,0.454
,South Dakota,Butte,3.198,0.675,0.16,0.27,0.625,0.33
,South Dakota,Campbell,-1.077,0.674,0.078,0.204,0.306,0.297
,South Dakota,Charles Mix,7.444,0.739,0.129,0.383,0.574,0.466
,South Dakota,Clark,7.588,0.802,0.089,0.246,0.64,0.377
,South Dakota,Clay,6.398,0.63,0.067,0.325,0.508,0.333
,South Dakota,Codington,12.077,0.732,0.086,0.38,0.739,0.387
,South Dakota,Corson,2.178,0.737,0.162,0.287,0.135,0.59
,South Dakota,Custer,5.075,0.598,0.198,0.395,0.713,0.497
,South Dakota,Davison,4.673,0.622,0.155,0.365,0.772,0.275
,South Dakota,Day,17.07,0.776,0.079,0.333,0.886,0.456
,South Dakota,Deuel,15.918,0.807,0.055,0.335,0.636,0.382
,South Dakota,Dewey,2.902,0.594,0.178,0.311,0.326,0.569
,South Dakota,Douglas,3.224,0.782,0.176,0.272,0.711,0.246
,South Dakota,Edmunds,9.82,0.649,0.088,0.332,0.849,0.319
,South Dakota,Fall River,3.314,0.642,0.199,0.27,0.648,0.419
,South Dakota,Faulk,5.685,0.741,0.08,0.226,0.611,0.329
,South Dakota,Grant,14.782,0.756,0.086,0.372,0.793,0.46
,South Dakota,Gregory,3.235,0.772,0.151,0.258,0.588,0.322
,South Dakota,Haakon,1.77,0.603,0.275,0.254,0.721,0.29
,South Dakota,Hamlin,12.392,0.691,0.061,0.331,0.696,0.341
,South Dakota,Hand,4.96,0.725,0.117,0.238,0.674,0.341
,South Dakota,Hanson,5.115,0.858,0.089,0.291,0.462,0.344
,South Dakota,Harding,1.408,0.61,0.212,0.234,0.519,0.345
,South Dakota,Hughes,10.621,0.754,0.12,0.394,0.855,0.391
,South Dakota,Hutchinson,5.296,0.686,0.156,0.355,0.756,0.314
,South Dakota,Hyde,2.385,0.671,0.076,0.223,0.511,0.273
,South Dakota,Jackson,1.875,0.667,0.229,0.281,0.384,0.464
,South Dakota,Jerauld,1.664,0.703,0.221,0.226,0.593,0.308
,South Dakota,Jones,3.866,0.76,0.113,0.255,0.612,0.282
,South Dakota,Kingsbury,7.736,0.753,0.144,0.334,0.84,0.381
,South Dakota,Lake,8.827,0.623,0.089,0.315,0.701,0.427
,South Dakota,Lawrence,4.237,0.665,0.256,0.431,0.639,0.498
,South Dakota,Lincoln,4.209,0.677,0.252,0.491,0.691,0.366
,South Dakota,Lyman,3.852,0.77,0.153,0.338,0.488,0.369
,South Dakota,Marshall,4.97,0.767,0.159,0.302,0.549,0.468
,South Dakota,McCook,6.654,0.75,0.158,0.356,0.83,0.334
,South Dakota,McPherson,3.915,0.777,0.092,0.257,0.421,0.387
,South Dakota,Meade,4.353,0.652,0.212,0.443,0.732,0.323
,South Dakota,Mellette,0.276,0.494,0.189,0.226,0.3,0.373
,South Dakota,Miner,2.501,0.612,0.077,0.249,0.528,0.25
,South Dakota,Minnehaha,3.177,0.655,0.324,0.597,0.647,0.289
,South Dakota,Moody,12.228,0.847,0.076,0.269,0.618,0.474
,South Dakota,Oglala Lakota,2.567,0.581,0.153,0.394,0.131,0.557
,South Dakota,Pennington,4.935,0.648,0.264,0.649,0.649,0.41
,South Dakota,Perkins,2.156,0.801,0.208,0.178,0.741,0.257
,South Dakota,Potter,0.795,0.728,0.081,0.069,0.617,0.282
,South Dakota,Roberts,20.901,0.83,0.084,0.38,0.784,0.638
,South Dakota,Sanborn,0.296,0.652,0.14,0.2,0.415,0.291
,South Dakota,Spink,9.85,0.722,0.086,0.339,0.754,0.32
,South Dakota,Stanley,6.205,0.818,0.137,0.303,0.691,0.355
,South Dakota,Sully,4.497,0.615,0.094,0.216,0.654,0.337
